com.samsung.shealth.sleep_snoring,6195017,2
83916,2021-10-13 16:33:16.053,,2021-10-13 21:48:43.551,2021-10-13 21:48:43.551,UTC+0900,DQQ9M5Fmpd,com.sec.android.app.shealth,2021-10-13 16:34:39.969,bbc2fe8c-b0c9-478c-bf6f-f57a439031f4,
87613,2021-10-18 18:38:42.379,,2021-10-18 21:13:45.359,2021-10-18 21:13:45.359,UTC+0900,DQQ9M5Fmpd,com.sec.android.app.shealth,2021-10-18 18:40:09.992,9891ccb6-5e9b-40d7-91b2-51ece004cb19,
80073,2021-10-18 19:55:47.768,,2021-10-18 21:13:45.361,2021-10-18 21:13:45.361,UTC+0900,DQQ9M5Fmpd,com.sec.android.app.shealth,2021-10-18 19:57:07.841,5bdf00eb-4f3d-4880-9acf-68eb86efa83e,
119086,2021-10-04 16:55:39.280,,2021-10-04 21:54:22.012,2021-10-04 21:54:22.012,UTC+0900,DQQ9M5Fmpd,com.sec.android.app.shealth,2021-10-04 16:57:38.366,5c993cd3-ad5d-47c3-81b5-4fa16290623f,
205356,2021-10-18 19:37:43.863,,2021-10-18 21:13:45.360,2021-10-18 21:13:45.360,UTC+0900,DQQ9M5Fmpd,com.sec.android.app.shealth,2021-10-18 19:41:09.219,15cf8f92-6811-4789-8470-91e7dfc7efab,
172576,2021-10-04 21:04:40.094,,2021-10-04 21:54:22.021,2021-10-04 21:54:22.021,UTC+0900,DQQ9M5Fmpd,com.sec.android.app.shealth,2021-10-04 21:07:32.670,5a0aa8c4-b310-4e5c-8efb-0b905ce316aa,
84639,2021-10-13 16:54:15.424,,2021-10-13 21:48:43.552,2021-10-13 21:48:43.552,UTC+0900,DQQ9M5Fmpd,com.sec.android.app.shealth,2021-10-13 16:55:40.063,acc04b4c-329e-4971-8636-89d3613ababc,
839083,2021-10-31 15:26:39.839,,2021-10-31 17:01:18.368,2021-10-31 17:01:18.368,UTC+0900,DQQ9M5Fmpd,com.sec.android.app.shealth,2021-10-31 15:40:38.922,1d47d90a-71da-4fa6-89a8-20c2a8a587b1,
86863,2021-10-13 17:07:41.427,,2021-10-13 21:48:43.553,2021-10-13 21:48:43.553,UTC+0900,DQQ9M5Fmpd,com.sec.android.app.shealth,2021-10-13 17:09:08.290,fe3030b2-7f4b-41c8-be59-26f5f6fc68fd,
139629,2021-10-13 15:17:46.722,,2021-10-13 21:48:43.548,2021-10-13 21:48:43.548,UTC+0900,DQQ9M5Fmpd,com.sec.android.app.shealth,2021-10-13 15:20:06.351,9bd4b951-712d-4620-9acf-b046a4e53dda,
77323,2021-10-31 17:43:58.377,,2021-10-31 21:22:34.740,2021-10-31 21:22:34.740,UTC+0900,DQQ9M5Fmpd,com.sec.android.app.shealth,2021-10-31 17:45:15.700,14c0e827-f723-4ea1-9e8e-2ec97bbf79d3,
112410,2021-10-13 17:34:14.579,,2021-10-13 21:48:43.554,2021-10-13 21:48:43.554,UTC+0900,DQQ9M5Fmpd,com.sec.android.app.shealth,2021-10-13 17:36:06.989,fae68775-0e52-4a0d-868b-255377db49c8,
920649,2021-10-04 17:29:46.142,,2021-10-04 21:54:22.015,2021-10-04 21:54:22.015,UTC+0900,DQQ9M5Fmpd,com.sec.android.app.shealth,2021-10-04 17:45:06.791,dce57490-29e3-437c-bcc7-785941371981,
80103,2021-10-18 20:57:19.344,,2021-10-18 21:13:45.362,2021-10-18 21:13:45.362,UTC+0900,DQQ9M5Fmpd,com.sec.android.app.shealth,2021-10-18 20:58:39.447,b2266314-fff7-4c6c-be7e-e1779a243fd3,
85851,2021-10-31 18:36:19.378,,2021-10-31 21:22:34.744,2021-10-31 21:22:34.744,UTC+0900,DQQ9M5Fmpd,com.sec.android.app.shealth,2021-10-31 18:37:45.229,1033d508-3381-46bb-b410-aa6013f1966e,
174822,2021-10-04 18:29:42.226,,2021-10-04 21:54:22.017,2021-10-04 21:54:22.017,UTC+0900,DQQ9M5Fmpd,com.sec.android.app.shealth,2021-10-04 18:32:37.048,3bf0667b-3730-42cb-b269-24463c46c111,
86589,2021-10-13 18:46:13.374,,2021-10-13 21:48:43.557,2021-10-13 21:48:43.557,UTC+0900,DQQ9M5Fmpd,com.sec.android.app.shealth,2021-10-13 18:47:39.963,f8844f67-c09c-4a80-93da-b0cf6758fa35,
138424,2021-10-31 19:20:22.159,,2021-10-31 21:22:34.746,2021-10-31 21:22:34.746,UTC+0900,DQQ9M5Fmpd,com.sec.android.app.shealth,2021-10-31 19:22:40.583,6acb9b28-cad5-4c40-8f3b-c69299cc545c,
119084,2021-10-04 20:37:08.965,,2021-10-04 21:54:22.020,2021-10-04 21:54:22.020,UTC+0900,DQQ9M5Fmpd,com.sec.android.app.shealth,2021-10-04 20:39:08.049,bca30795-cc75-4f18-b829-8fa46bd94bb8,
88253,2021-10-13 16:31:10.882,,2021-10-13 21:48:43.551,2021-10-13 21:48:43.551,UTC+0900,DQQ9M5Fmpd,com.sec.android.app.shealth,2021-10-13 16:32:39.135,38423e68-4039-4e17-8c31-5f9ffca9fb76,
85149,2021-10-31 20:18:52.159,,2021-10-31 21:22:34.750,2021-10-31 21:22:34.750,UTC+0900,DQQ9M5Fmpd,com.sec.android.app.shealth,2021-10-31 20:20:17.308,5ce95887-f6d1-476d-9267-83822d2886a9,
117694,2021-10-13 18:34:13.188,,2021-10-13 21:48:43.556,2021-10-13 21:48:43.556,UTC+0900,DQQ9M5Fmpd,com.sec.android.app.shealth,2021-10-13 18:36:10.882,4965ffc7-b63f-4cc9-a7cb-531b7604547d,
232337,2021-10-13 19:21:10.634,,2021-10-13 21:48:43.564,2021-10-13 21:48:43.564,UTC+0900,DQQ9M5Fmpd,com.sec.android.app.shealth,2021-10-13 19:25:02.971,4208681e-5880-4507-b8b0-df4e5e0ef54d,
82320,2021-10-13 17:03:42.354,,2021-10-13 21:48:43.553,2021-10-13 21:48:43.553,UTC+0900,DQQ9M5Fmpd,com.sec.android.app.shealth,2021-10-13 17:05:04.674,c4e87ceb-5a04-45dd-9da0-8ee63efd4750,
174912,2021-10-31 21:12:21.132,,2021-10-31 21:22:34.755,2021-10-31 21:22:34.755,UTC+0900,DQQ9M5Fmpd,com.sec.android.app.shealth,2021-10-31 21:15:16.044,4c02afe5-a8e7-43e3-b9b2-3caea9121159,
112854,2021-10-13 18:31:48.101,,2021-10-13 21:48:43.555,2021-10-13 21:48:43.555,UTC+0900,DQQ9M5Fmpd,com.sec.android.app.shealth,2021-10-13 18:33:40.955,7e3397e8-a377-46a4-ab94-2db66791878a,
624172,2021-10-13 21:17:41.589,,2021-10-13 21:48:43.570,2021-10-13 21:48:43.570,UTC+0900,DQQ9M5Fmpd,com.sec.android.app.shealth,2021-10-13 21:28:05.761,6e0bef8a-5423-4631-ac4b-1113bfbd02ba,
85658,2021-10-13 18:53:43.898,,2021-10-13 21:48:43.558,2021-10-13 21:48:43.558,UTC+0900,DQQ9M5Fmpd,com.sec.android.app.shealth,2021-10-13 18:55:09.556,46072b7f-fad7-469a-86f6-d5da4816314d,
290557,2021-10-13 14:08:46.406,,2021-10-13 21:48:43.546,2021-10-13 21:48:43.546,UTC+0900,DQQ9M5Fmpd,com.sec.android.app.shealth,2021-10-13 14:13:36.963,183c72b0-f2aa-4450-a192-43a3efaefa63,
82333,2021-10-31 17:35:55.225,,2021-10-31 21:22:34.738,2021-10-31 21:22:34.738,UTC+0900,DQQ9M5Fmpd,com.sec.android.app.shealth,2021-10-31 17:37:17.558,b5d36c98-7026-4e25-9236-3abf700a3e44,
208246,2021-10-13 20:34:41.593,,2021-10-13 21:48:43.566,2021-10-13 21:48:43.566,UTC+0900,DQQ9M5Fmpd,com.sec.android.app.shealth,2021-10-13 20:38:09.839,a8a44bac-9905-4d1a-bb78-5b89f243a67e,
85944,2021-10-18 16:04:13.676,,2021-10-18 21:13:45.356,2021-10-18 21:13:45.356,UTC+0900,DQQ9M5Fmpd,com.sec.android.app.shealth,2021-10-18 16:05:39.620,8af8181a-8f2e-47c2-8d10-15ec1ea19f0b,
110629,2021-10-13 15:27:47.556,,2021-10-13 21:48:43.550,2021-10-13 21:48:43.550,UTC+0900,DQQ9M5Fmpd,com.sec.android.app.shealth,2021-10-13 15:29:38.185,5cc8a209-ae41-40e8-b887-f069d27de910,
142503,2021-10-31 18:24:50.961,,2021-10-31 21:22:34.742,2021-10-31 21:22:34.742,UTC+0900,DQQ9M5Fmpd,com.sec.android.app.shealth,2021-10-31 18:27:13.464,4c982019-b55e-45ba-b597-13da2faa0572,
2455924,2021-10-18 14:04:43.700,,2021-10-18 21:13:45.354,2021-10-18 21:13:45.354,UTC+0900,DQQ9M5Fmpd,com.sec.android.app.shealth,2021-10-18 14:45:39.624,bdbcfe6b-2be9-4ff4-b955-8489097bbb87,
146859,2021-10-18 17:10:12.286,,2021-10-18 21:13:45.358,2021-10-18 21:13:45.358,UTC+0900,DQQ9M5Fmpd,com.sec.android.app.shealth,2021-10-18 17:12:39.145,2ed7911d-0c4e-427d-8ffd-298fc1dedd20,
85102,2021-10-13 19:11:42.044,,2021-10-13 21:48:43.559,2021-10-13 21:48:43.559,UTC+0900,DQQ9M5Fmpd,com.sec.android.app.shealth,2021-10-13 19:13:07.146,7a58c3e3-ef47-4701-8d3d-9e6343f30d80,
179363,2021-10-31 19:00:18.729,,2021-10-31 21:22:34.745,2021-10-31 21:22:34.745,UTC+0900,DQQ9M5Fmpd,com.sec.android.app.shealth,2021-10-31 19:03:18.092,7f851174-e7f9-4890-a1ca-a36c1fe6c1ba,
297230,2021-10-18 18:40:40.989,,2021-10-18 21:13:45.359,2021-10-18 21:13:45.359,UTC+0900,DQQ9M5Fmpd,com.sec.android.app.shealth,2021-10-18 18:45:38.219,2cfb9a56-0d67-437c-a3a4-2be34865ebc5,
119455,2021-10-13 16:38:10.882,,2021-10-13 21:48:43.552,2021-10-13 21:48:43.552,UTC+0900,DQQ9M5Fmpd,com.sec.android.app.shealth,2021-10-13 16:40:10.337,8a9be569-06cf-486c-9481-e15fc0acb972,
76488,2021-10-18 16:50:15.623,,2021-10-18 21:13:45.356,2021-10-18 21:13:45.356,UTC+0900,DQQ9M5Fmpd,com.sec.android.app.shealth,2021-10-18 16:51:32.111,6f41b6af-760b-4f29-ade1-d582f963f638,
86778,2021-10-31 20:12:50.583,,2021-10-31 21:22:34.748,2021-10-31 21:22:34.748,UTC+0900,DQQ9M5Fmpd,com.sec.android.app.shealth,2021-10-31 20:14:17.361,57dd608c-1629-474e-94b3-bdf07ba0c0f0,
115659,2021-10-13 20:51:44.093,,2021-10-13 21:48:43.567,2021-10-13 21:48:43.567,UTC+0900,DQQ9M5Fmpd,com.sec.android.app.shealth,2021-10-13 20:53:39.752,5481d0e7-6a06-4c8f-8b1b-324d2951399e,
77601,2021-10-18 19:42:45.543,,2021-10-18 21:13:45.360,2021-10-18 21:13:45.360,UTC+0900,DQQ9M5Fmpd,com.sec.android.app.shealth,2021-10-18 19:44:03.144,94942428-0260-4e98-b4eb-a12485fc5aa7,
80289,2021-10-18 17:27:41.915,,2021-10-18 21:13:45.358,2021-10-18 21:13:45.358,UTC+0900,DQQ9M5Fmpd,com.sec.android.app.shealth,2021-10-18 17:29:02.204,cb7179fc-877b-4fbf-939f-9ec8ac469d1e,
536489,2021-10-18 14:46:11.744,,2021-10-18 21:13:45.355,2021-10-18 21:13:45.355,UTC+0900,DQQ9M5Fmpd,com.sec.android.app.shealth,2021-10-18 14:55:08.233,15c54cdb-1ecd-4a13-83da-fd4ab96ab154,
85260,2021-10-31 15:21:12.376,,2021-10-31 17:01:18.368,2021-10-31 17:01:18.368,UTC+0900,DQQ9M5Fmpd,com.sec.android.app.shealth,2021-10-31 15:22:37.636,b007c8ed-c32d-4259-bd3a-0caa1a22b9c3,
356767,2021-10-13 17:09:41.427,,2021-10-13 21:48:43.554,2021-10-13 21:48:43.554,UTC+0900,DQQ9M5Fmpd,com.sec.android.app.shealth,2021-10-13 17:15:38.194,61cb7638-9b6e-4224-8f6f-9df9846e6a5b,
77787,2021-10-31 21:07:28.362,,2021-10-31 21:22:34.753,2021-10-31 21:22:34.753,UTC+0900,DQQ9M5Fmpd,com.sec.android.app.shealth,2021-10-31 21:08:46.149,91faeb60-1529-41a6-a85f-2fc5003422ef,
86214,2021-10-18 19:30:40.989,,2021-10-18 21:13:45.359,2021-10-18 21:13:45.359,UTC+0900,DQQ9M5Fmpd,com.sec.android.app.shealth,2021-10-18 19:32:07.203,107ad0ab-fc41-4619-8942-6778a260f8b3,
143708,2021-10-18 16:52:14.232,,2021-10-18 21:13:45.357,2021-10-18 21:13:45.357,UTC+0900,DQQ9M5Fmpd,com.sec.android.app.shealth,2021-10-18 16:54:37.940,5647715f-5661-4993-8aa6-e5ac02032cee,
117621,2021-10-13 18:41:11.407,,2021-10-13 21:48:43.556,2021-10-13 21:48:43.556,UTC+0900,DQQ9M5Fmpd,com.sec.android.app.shealth,2021-10-13 18:43:09.028,795c3b04-e8a6-4a75-a850-80540b338cda,
141854,2021-10-18 17:56:11.861,,2021-10-18 21:13:45.358,2021-10-18 21:13:45.358,UTC+0900,DQQ9M5Fmpd,com.sec.android.app.shealth,2021-10-18 17:58:33.715,77fc96aa-5fd0-4efc-9cad-9f2f7718e8b0,
118157,2021-10-13 19:15:40.653,,2021-10-13 21:48:43.560,2021-10-13 21:48:43.560,UTC+0900,DQQ9M5Fmpd,com.sec.android.app.shealth,2021-10-13 19:17:38.810,6896c64c-7327-489e-aadf-a52cfb4b34e4,
106035,2021-10-18 19:32:47.271,,2021-10-18 21:13:45.360,2021-10-18 21:13:45.360,UTC+0900,DQQ9M5Fmpd,com.sec.android.app.shealth,2021-10-18 19:34:33.306,db3d73c9-30c6-4ca8-8fb3-aaed0e73202d,
79521,2021-10-13 20:56:16.131,,2021-10-13 21:48:43.567,2021-10-13 21:48:43.567,UTC+0900,DQQ9M5Fmpd,com.sec.android.app.shealth,2021-10-13 20:57:35.652,b0307597-c0ea-4668-9a39-cd0d59b6fd4c,
324445,2021-10-31 17:37:48.927,,2021-10-31 21:22:34.739,2021-10-31 21:22:34.739,UTC+0900,DQQ9M5Fmpd,com.sec.android.app.shealth,2021-10-31 17:43:13.372,0a86b2eb-9ce1-432a-80d7-c24948791f43,
87520,2021-10-18 20:15:11.093,,2021-10-18 21:13:45.361,2021-10-18 21:13:45.361,UTC+0900,DQQ9M5Fmpd,com.sec.android.app.shealth,2021-10-18 20:16:38.613,66d11b3f-1162-4225-aec2-dbfcbde03ae4,
77492,2021-10-18 15:21:45.916,,2021-10-18 21:13:45.355,2021-10-18 21:13:45.355,UTC+0900,DQQ9M5Fmpd,com.sec.android.app.shealth,2021-10-18 15:23:03.408,61890140-382a-430d-b0ee-fe79fa5601f9,
170941,2021-10-31 18:30:22.608,,2021-10-31 21:22:34.743,2021-10-31 21:22:34.743,UTC+0900,DQQ9M5Fmpd,com.sec.android.app.shealth,2021-10-31 18:33:13.549,fc8d1613-098b-4dd8-8f8e-b9f31c6ac63c,
110371,2021-10-18 20:06:12.206,,2021-10-18 21:13:45.361,2021-10-18 21:13:45.361,UTC+0900,DQQ9M5Fmpd,com.sec.android.app.shealth,2021-10-18 20:08:02.577,46042757-0240-40a1-8d01-59de8e1a1468,
114727,2021-10-31 16:35:42.414,,2021-10-31 17:01:18.369,2021-10-31 17:01:18.369,UTC+0900,DQQ9M5Fmpd,com.sec.android.app.shealth,2021-10-31 16:37:37.141,be4b584a-edfe-49d4-a4df-9c716de90fd7,
538992,2021-10-31 19:03:48.729,,2021-10-31 21:22:34.746,2021-10-31 21:22:34.746,UTC+0900,DQQ9M5Fmpd,com.sec.android.app.shealth,2021-10-31 19:12:47.721,b3fda998-54a1-46ba-add7-6df821b93893,
85386,2021-10-31 16:26:12.044,,2021-10-31 17:01:18.369,2021-10-31 17:01:18.369,UTC+0900,DQQ9M5Fmpd,com.sec.android.app.shealth,2021-10-31 16:27:37.430,dc8e5c15-bd48-466a-8b83-e844f9c6184f,
119177,2021-10-31 18:00:49.478,,2021-10-31 21:22:34.741,2021-10-31 21:22:34.741,UTC+0900,DQQ9M5Fmpd,com.sec.android.app.shealth,2021-10-31 18:02:48.655,ab4b51f8-1e66-43fd-a92a-f7fc50fbeb3c,
203059,2021-10-31 20:14:54.569,,2021-10-31 21:22:34.749,2021-10-31 21:22:34.749,UTC+0900,DQQ9M5Fmpd,com.sec.android.app.shealth,2021-10-31 20:18:17.628,3296fe2b-2e48-4b73-a09e-cdd2cc2986fc,
294264,2021-10-31 18:47:19.471,,2021-10-31 21:22:34.744,2021-10-31 21:22:34.744,UTC+0900,DQQ9M5Fmpd,com.sec.android.app.shealth,2021-10-31 18:52:13.735,6b804ccf-7109-4608-8249-e0d2c631a0dd,
112503,2021-10-31 21:09:54.654,,2021-10-31 21:22:34.754,2021-10-31 21:22:34.754,UTC+0900,DQQ9M5Fmpd,com.sec.android.app.shealth,2021-10-31 21:11:47.157,ab94fe68-b456-4a4a-b3f8-2d8cbc6db606,
77972,2021-10-31 20:02:56.701,,2021-10-31 21:22:34.747,2021-10-31 21:22:34.747,UTC+0900,DQQ9M5Fmpd,com.sec.android.app.shealth,2021-10-31 20:04:14.673,a9031f1e-8700-4a67-98fb-382f3fe73acb,
87926,2021-10-31 20:24:19.696,,2021-10-31 21:22:34.752,2021-10-31 21:22:34.752,UTC+0900,DQQ9M5Fmpd,com.sec.android.app.shealth,2021-10-31 20:25:47.622,a9751fef-6e2b-409b-b8e3-fa995558b76b,
326582,2021-10-31 17:47:19.849,,2021-10-31 21:22:34.741,2021-10-31 21:22:34.741,UTC+0900,DQQ9M5Fmpd,com.sec.android.app.shealth,2021-10-31 17:52:46.431,fc2720c3-42b2-438d-8b37-74d5c46f773c,
207899,2021-10-31 18:38:18.709,,2021-10-31 21:22:34.744,2021-10-31 21:22:34.744,UTC+0900,DQQ9M5Fmpd,com.sec.android.app.shealth,2021-10-31 18:41:46.608,acf3b04f-01fd-4aa2-8afe-90993d76fe5b,
1045654,2021-10-31 19:32:20.954,,2021-10-31 21:22:34.747,2021-10-31 21:22:34.747,UTC+0900,DQQ9M5Fmpd,com.sec.android.app.shealth,2021-10-31 19:49:46.608,a3e525d3-46ec-4e68-a0c8-fcfaac36207d,
175562,2021-10-18 16:55:14.881,,2021-10-18 21:13:45.357,2021-10-18 21:13:45.357,UTC+0900,DQQ9M5Fmpd,com.sec.android.app.shealth,2021-10-18 16:58:10.443,ecb7a1d1-e109-4ac0-aa30-bc056176ff78,
115655,2021-10-18 18:30:40.989,,2021-10-18 21:13:45.359,2021-10-18 21:13:45.359,UTC+0900,DQQ9M5Fmpd,com.sec.android.app.shealth,2021-10-18 18:32:36.644,300c6d62-fbc9-4ab4-9bc9-b4f76ecbbd98,
78066,2021-10-18 19:35:16.178,,2021-10-18 21:13:45.360,2021-10-18 21:13:45.360,UTC+0900,DQQ9M5Fmpd,com.sec.android.app.shealth,2021-10-18 19:36:34.244,a7fa667a-245f-4b73-8fec-eb185cd6d57a,
172503,2021-10-31 20:20:53.311,,2021-10-31 21:22:34.751,2021-10-31 21:22:34.751,UTC+0900,DQQ9M5Fmpd,com.sec.android.app.shealth,2021-10-31 20:23:45.814,4e0a66f6-7ae4-49ec-9506-1f9f6bcbddf1,
114263,2021-10-18 20:17:10.815,,2021-10-18 21:13:45.361,2021-10-18 21:13:45.361,UTC+0900,DQQ9M5Fmpd,com.sec.android.app.shealth,2021-10-18 20:19:05.078,9e996895-1caf-4252-b8d8-5e03ae991155,
0,2021-10-31 21:40:51.412,,2021-10-31 21:55:29.376,2021-10-31 21:55:29.376,UTC+0900,DQQ9M5Fmpd,com.sec.android.app.shealth,2021-10-31 21:55:29.327,0984129d-9bc2-4bbf-9a7f-b790a8592d64,
119641,2021-10-31 16:44:39.818,,2021-10-31 17:01:18.370,2021-10-31 17:01:18.370,UTC+0900,DQQ9M5Fmpd,com.sec.android.app.shealth,2021-10-31 16:46:39.459,dd0b40d2-20ee-4a91-8dfc-2f32b908da52,
89652,2021-10-31 18:08:18.922,,2021-10-31 21:22:34.742,2021-10-31 21:22:34.742,UTC+0900,DQQ9M5Fmpd,com.sec.android.app.shealth,2021-10-31 18:09:48.574,e0b3d04e-f6e5-4401-9927-343f942aca9f,
204006,2021-10-31 18:54:24.178,,2021-10-31 21:22:34.745,2021-10-31 21:22:34.745,UTC+0900,DQQ9M5Fmpd,com.sec.android.app.shealth,2021-10-31 18:57:48.184,3e607333-13af-4ba3-bd32-a7fd73feed10,
269568,2021-10-31 20:06:18.894,,2021-10-31 21:22:34.748,2021-10-31 21:22:34.748,UTC+0900,DQQ9M5Fmpd,com.sec.android.app.shealth,2021-10-31 20:10:48.462,30d3c81f-490f-41f7-aa76-75db64209cbb,
104086,2021-10-31 20:32:26.138,,2021-10-31 21:22:34.752,2021-10-31 21:22:34.752,UTC+0900,DQQ9M5Fmpd,com.sec.android.app.shealth,2021-10-31 20:34:10.224,a0d36c1c-24e1-4d3f-b3b9-2c9e607361c2,
