com.samsung.shealth.step_daily_trend,6195017,6
3e581c78-2d1f-4f92-b3a4-451e23ada97b.binning_data.json,2021-10-15 18:23:21.950,2021-10-14 16:22:42.796,com.sec.android.app.shealth,102,5459,1.16654,3721.0684,161.89072,DQQ9M5Fmpd,com.sec.android.app.shealth,3e581c78-2d1f-4f92-b3a4-451e23ada97b,1634169600000,
4582dc8c-9277-46a6-b09b-dc0b867dd924.binning_data.json,2021-10-11 15:15:52.180,2021-10-11 15:15:52.180,com.sec.android.app.shealth,0,13,1.6944444,9.72,0.34,6fPiwL19M5,com.sec.android.app.shealth,4582dc8c-9277-46a6-b09b-dc0b867dd924,1633910400000,
a956288a-c032-45b9-b827-50eeba6b388a.binning_data.json,2021-10-05 07:31:38.907,2021-10-05 07:31:38.907,com.sec.android.app.shealth,-2,3561,1.2566097,2658.73,181.53,VfS0qUERdZ,com.sec.android.app.shealth,a956288a-c032-45b9-b827-50eeba6b388a,1631664000000,
481f45c9-7ec3-4e6c-92b5-ad7fb75083bc.binning_data.json,2021-10-15 19:45:29.225,2021-10-15 19:45:29.225,com.sec.android.app.shealth,-2,11,1.0555556,7.3,0.33,VfS0qUERdZ,com.sec.android.app.shealth,481f45c9-7ec3-4e6c-92b5-ad7fb75083bc,1634342400000,
5ca35c9b-9034-49dc-9cd4-3096bfd6b29a.binning_data.json,2021-10-05 07:31:39.242,2021-10-05 07:31:39.242,com.sec.android.app.shealth,-2,2794,1.3383081,2141.97,139.47,VfS0qUERdZ,com.sec.android.app.shealth,5ca35c9b-9034-49dc-9cd4-3096bfd6b29a,1631404800000,
22aa1288-a82f-41a5-ba72-9668ee9041f1.binning_data.json,2021-10-17 18:43:57.766,2021-10-17 18:43:57.766,com.sec.android.app.shealth,-2,28,1.0761882,18.639767,0.75997066,VfS0qUERdZ,com.sec.android.app.shealth,22aa1288-a82f-41a5-ba72-9668ee9041f1,1634428800000,
fbfbe0f3-0762-4392-b384-bb356c05b6af.binning_data.json,2021-10-13 21:48:49.783,2021-10-12 21:50:40.906,com.sec.android.app.shealth,-2,8356,1.3543782,5736.5513,260.0899,VfS0qUERdZ,com.sec.android.app.shealth,fbfbe0f3-0762-4392-b384-bb356c05b6af,1634083200000,
8aa8b767-022f-4f09-9366-80a09c095481.binning_data.json,2021-10-05 07:31:39.612,2021-10-05 07:31:39.612,com.sec.android.app.shealth,-2,4519,1.3373274,3345.83,248.24,VfS0qUERdZ,com.sec.android.app.shealth,8aa8b767-022f-4f09-9366-80a09c095481,1631145600000,
e52923a9-ffa4-4f64-9b65-00bdb29d49c9.binning_data.json,2021-10-19 19:06:50.528,2021-10-18 15:00:08.311,com.sec.android.app.shealth,102,5381,1.317761,3784.5464,161.81226,DQQ9M5Fmpd,com.sec.android.app.shealth,e52923a9-ffa4-4f64-9b65-00bdb29d49c9,1634515200000,
fe3aa2d9-6363-4aa2-9c33-39fce724b153.binning_data.json,2021-10-06 16:21:43.451,2021-10-06 16:21:43.451,com.sec.android.app.shealth,0,6330,1.2770058,4279.89,194.76,6fPiwL19M5,com.sec.android.app.shealth,fe3aa2d9-6363-4aa2-9c33-39fce724b153,1633478400000,
25361e77-62f7-432c-a165-b181153a82e0.binning_data.json,2021-10-19 19:06:45.544,2021-10-19 19:06:45.544,com.sec.android.app.shealth,0,2542,1.294848,1701.31,79.31,6fPiwL19M5,com.sec.android.app.shealth,25361e77-62f7-432c-a165-b181153a82e0,1634601600000,
05042a57-5000-4851-838f-291515c869ff.binning_data.json,2021-10-07 16:38:34.075,2021-10-07 16:38:34.075,com.sec.android.app.shealth,0,7276,1.3221868,4888.71,228.85,6fPiwL19M5,com.sec.android.app.shealth,05042a57-5000-4851-838f-291515c869ff,1633564800000,
3bebc02d-cf20-4b8a-83d8-e3fd8fa70e77.binning_data.json,2021-10-21 16:55:09.159,2021-10-20 15:00:25.137,com.sec.android.app.shealth,102,7002,1.3050638,4909.1064,221.42108,DQQ9M5Fmpd,com.sec.android.app.shealth,3bebc02d-cf20-4b8a-83d8-e3fd8fa70e77,1634688000000,
5626e875-8e00-43a1-b8ac-12a034658485.binning_data.json,2021-10-09 15:00:08.216,2021-10-09 15:00:08.216,com.sec.android.app.shealth,0,8,1.0000001,5.49,0.21,6fPiwL19M5,com.sec.android.app.shealth,5626e875-8e00-43a1-b8ac-12a034658485,1633737600000,
e236c3e9-a696-4c61-8501-a4d784c4e63c.binning_data.json,2021-10-11 21:38:26.306,2021-10-11 21:38:26.306,com.sec.android.app.shealth,-2,23,1.4053228,16.220001,0.65,VfS0qUERdZ,com.sec.android.app.shealth,e236c3e9-a696-4c61-8501-a4d784c4e63c,1633910400000,
d1654c2e-7caa-471c-9443-0d4eb5c708cb.binning_data.json,2021-10-13 15:00:03.328,2021-10-13 15:00:03.328,com.sec.android.app.shealth,0,7589,1.365512,5146.21,238.74,6fPiwL19M5,com.sec.android.app.shealth,d1654c2e-7caa-471c-9443-0d4eb5c708cb,1634083200000,
7067144b-2de9-4b10-9d94-68ae09fb2d88.binning_data.json,2021-10-15 18:23:16.030,2021-10-15 18:23:16.030,com.sec.android.app.shealth,0,6189,1.3216989,4222.81,190.37,6fPiwL19M5,com.sec.android.app.shealth,7067144b-2de9-4b10-9d94-68ae09fb2d88,1634256000000,
967ec1d6-e417-4c98-ae74-a2ce9126d924.binning_data.json,2021-10-18 21:13:51.663,2021-10-17 22:35:03.130,com.sec.android.app.shealth,-2,6065,1.3416158,4190.4233,186.62834,VfS0qUERdZ,com.sec.android.app.shealth,967ec1d6-e417-4c98-ae74-a2ce9126d924,1634515200000,
bd72c982-f6c4-4560-a061-f720af5d0516.binning_data.json,2021-10-21 16:53:58.010,2021-10-21 16:53:58.010,com.sec.android.app.shealth,0,9,1.111111,6.0699997,0.25,6fPiwL19M5,com.sec.android.app.shealth,bd72c982-f6c4-4560-a061-f720af5d0516,1634774400000,
1728aa28-d35f-458f-bb3d-3aeaa0847b28.binning_data.json,2021-10-05 07:31:39.649,2021-10-05 07:31:39.649,com.sec.android.app.shealth,-2,4871,1.2512856,3605.38,254.65,VfS0qUERdZ,com.sec.android.app.shealth,1728aa28-d35f-458f-bb3d-3aeaa0847b28,1631059200000,
d85ddb8f-58b0-4f08-a38d-ee986acf3ecf.binning_data.json,2021-10-23 15:08:23.241,2021-10-23 15:08:23.241,com.sec.android.app.shealth,0,7,1.8333335,5.22,0.18,6fPiwL19M5,com.sec.android.app.shealth,d85ddb8f-58b0-4f08-a38d-ee986acf3ecf,1634947200000,
394785cf-8bec-4972-9ab8-339cec825cf3.binning_data.json,2021-10-07 16:38:38.952,2021-10-07 16:38:38.952,com.sec.android.app.shealth,102,9623,1.3078085,6709.0005,286.9512,DQQ9M5Fmpd,com.sec.android.app.shealth,394785cf-8bec-4972-9ab8-339cec825cf3,1633564800000,
a61d6baf-2c8e-48db-8bcd-d304556323a5.binning_data.json,2021-10-25 20:57:12.999,2021-10-25 20:57:12.999,com.sec.android.app.shealth,0,2413,1.4623902,1659.63,77.92,6fPiwL19M5,com.sec.android.app.shealth,a61d6baf-2c8e-48db-8bcd-d304556323a5,1635120000000,
2e8bfbbc-bd6f-4555-b2fd-e9435a05aa05.binning_data.json,2021-10-08 15:46:41.310,2021-10-08 15:46:41.310,com.sec.android.app.shealth,0,6552,1.2903348,4454.33,201.53,6fPiwL19M5,com.sec.android.app.shealth,2e8bfbbc-bd6f-4555-b2fd-e9435a05aa05,1633651200000,
96ef4bf0-1ef8-4556-9b31-b4ae823662d3.binning_data.json,2021-10-21 00:53:04.774,2021-10-20 00:48:36.803,com.sec.android.app.shealth,-2,7222,1.3129537,4961.0215,227.91095,VfS0qUERdZ,com.sec.android.app.shealth,96ef4bf0-1ef8-4556-9b31-b4ae823662d3,1634688000000,
97c796b9-33e0-49ee-813f-00f6a3ed10e2.binning_data.json,2021-10-22 21:46:23.569,2021-10-22 00:47:53.616,com.sec.android.app.shealth,-2,6680,1.3374718,4609.051,204.45001,VfS0qUERdZ,com.sec.android.app.shealth,97c796b9-33e0-49ee-813f-00f6a3ed10e2,1634860800000,
19f8ed22-6c93-4cae-be69-e575b616eb4d.binning_data.json,2021-10-10 15:00:05.882,2021-10-10 15:00:05.882,com.sec.android.app.shealth,0,4133,1.3014519,2883.66,122.66,6fPiwL19M5,com.sec.android.app.shealth,19f8ed22-6c93-4cae-be69-e575b616eb4d,1633824000000,
d434a543-49a8-42e1-899a-d1e01f364048.binning_data.json,2021-10-13 15:00:05.509,2021-10-12 15:03:10.143,com.sec.android.app.shealth,102,5318,1.3348323,3749.1702,158.56978,DQQ9M5Fmpd,com.sec.android.app.shealth,d434a543-49a8-42e1-899a-d1e01f364048,1633996800000,
35b77033-bc92-462c-8679-7b7511ba87d7.binning_data.json,2021-10-24 21:16:48.149,2021-10-23 17:34:07.263,com.sec.android.app.shealth,-2,56,1.3434933,39.88,1.62,VfS0qUERdZ,com.sec.android.app.shealth,35b77033-bc92-462c-8679-7b7511ba87d7,1635033600000,
68a90554-d0cd-4eb0-8618-dad8943f1f2d.binning_data.json,2021-10-26 18:47:39.591,2021-10-26 00:57:02.851,com.sec.android.app.shealth,-2,8250,1.3333561,5835.345,372.0204,VfS0qUERdZ,com.sec.android.app.shealth,68a90554-d0cd-4eb0-8618-dad8943f1f2d,1635206400000,
0d7aa3f8-1320-4e4a-93da-698ca5b5e33f.binning_data.json,2021-10-14 16:22:36.785,2021-10-14 16:22:36.785,com.sec.android.app.shealth,0,5880,1.1912706,3951.65,181.03,6fPiwL19M5,com.sec.android.app.shealth,0d7aa3f8-1320-4e4a-93da-698ca5b5e33f,1634169600000,
367e8c32-1f8a-4562-a1d9-2020531dc96b.binning_data.json,2021-10-29 00:28:09.395,2021-10-27 23:15:04.473,com.sec.android.app.shealth,-2,4940,1.4606434,3586.4612,215.77066,VfS0qUERdZ,com.sec.android.app.shealth,367e8c32-1f8a-4562-a1d9-2020531dc96b,1635379200000,
059bf21e-e503-4686-a52c-d52df24328c9.binning_data.json,2021-10-16 15:19:49.279,2021-10-16 15:19:49.279,com.sec.android.app.shealth,102,11,1.0555556,7.3,0.33,DQQ9M5Fmpd,com.sec.android.app.shealth,059bf21e-e503-4686-a52c-d52df24328c9,1634342400000,
bf9f2dd9-af70-48e0-baf2-7b51b93823c6.binning_data.json,2021-10-10 15:00:09.929,2021-10-09 15:00:14.032,com.sec.android.app.shealth,102,9981,1.2086445,6853.786,294.21606,DQQ9M5Fmpd,com.sec.android.app.shealth,bf9f2dd9-af70-48e0-baf2-7b51b93823c6,1633737600000,
53054224-5b15-4019-a0ab-ca8f31c300f1.binning_data.json,2021-10-27 15:36:53.676,2021-10-27 15:36:53.676,com.sec.android.app.shealth,0,7557,1.346806,5344.56,336.36,6fPiwL19M5,com.sec.android.app.shealth,53054224-5b15-4019-a0ab-ca8f31c300f1,1635292800000,
427b0e10-fa82-4f2a-8a54-d8f1df5c6fef.binning_data.json,2021-10-23 15:11:35.016,2021-10-22 16:45:42.387,com.sec.android.app.shealth,102,6041,1.3148266,4248.0234,183.72043,DQQ9M5Fmpd,com.sec.android.app.shealth,427b0e10-fa82-4f2a-8a54-d8f1df5c6fef,1634860800000,
0786f46f-4eab-4626-9b73-4f2bcc4351f9.binning_data.json,2021-10-15 11:16:23.793,2021-10-14 22:55:02.595,com.sec.android.app.shealth,-2,6466,1.3183486,4454.37,197.56,VfS0qUERdZ,com.sec.android.app.shealth,0786f46f-4eab-4626-9b73-4f2bcc4351f9,1634256000000,
73675479-f52e-49c3-b091-8037a3c36ac6.binning_data.json,2021-10-25 20:57:20.181,2021-10-24 16:12:24.476,com.sec.android.app.shealth,102,36,1.1623269,24.44,1.04,DQQ9M5Fmpd,com.sec.android.app.shealth,73675479-f52e-49c3-b091-8037a3c36ac6,1635033600000,
595b0242-810a-4783-9b75-9e6b90bc650f.binning_data.json,2021-10-29 15:18:27.242,2021-10-29 15:18:27.242,com.sec.android.app.shealth,0,3037,1.4903439,2123.7,141.47,6fPiwL19M5,com.sec.android.app.shealth,595b0242-810a-4783-9b75-9e6b90bc650f,1635465600000,
ebdcd6a8-97ad-4f7f-b45e-c14fb2028cb0.binning_data.json,2021-11-01 05:05:33.461,2021-10-31 21:22:39.543,com.sec.android.app.shealth,-2,4617,1.3679816,3283.2117,211.49028,VfS0qUERdZ,com.sec.android.app.shealth,ebdcd6a8-97ad-4f7f-b45e-c14fb2028cb0,1635724800000,
1cac76cf-661d-4250-b6e9-d172efece8a2.binning_data.json,2021-10-31 15:00:04.140,2021-10-30 16:43:43.584,com.sec.android.app.shealth,102,76,1.1457423,53.52,3.4,DQQ9M5Fmpd,com.sec.android.app.shealth,1cac76cf-661d-4250-b6e9-d172efece8a2,1635552000000,
aec0f9d2-1ba5-40cd-b6b3-2e1213a77938.binning_data.json,2021-10-27 15:36:55.739,2021-10-26 17:56:12.181,com.sec.android.app.shealth,102,7667,1.3239254,5451.613,349.9505,DQQ9M5Fmpd,com.sec.android.app.shealth,aec0f9d2-1ba5-40cd-b6b3-2e1213a77938,1635206400000,
1e9b72cc-9a76-40c2-bf67-de459e268df2.binning_data.json,2021-10-17 20:46:23.793,2021-10-17 20:46:23.793,com.sec.android.app.shealth,102,28,1.0761882,18.639767,0.75997066,DQQ9M5Fmpd,com.sec.android.app.shealth,1e9b72cc-9a76-40c2-bf67-de459e268df2,1634428800000,
0e7144dd-6c20-47ce-80c7-947aaa69f2a4.binning_data.json,2021-10-20 00:48:37.269,2021-10-18 23:15:14.008,com.sec.android.app.shealth,-2,6527,1.2572955,4471.598,200.53018,VfS0qUERdZ,com.sec.android.app.shealth,0e7144dd-6c20-47ce-80c7-947aaa69f2a4,1634601600000,
f9389d2a-eb53-490b-8381-db70de7de1af.binning_data.json,2021-10-20 15:00:25.256,2021-10-19 19:06:50.521,com.sec.android.app.shealth,102,6243,1.2461638,4331.9077,189.75018,DQQ9M5Fmpd,com.sec.android.app.shealth,f9389d2a-eb53-490b-8381-db70de7de1af,1634601600000,
784b526a-7913-4a18-ba44-d4c64fe43eb3.binning_data.json,2021-10-22 16:45:42.302,2021-10-21 16:55:09.104,com.sec.android.app.shealth,102,5375,1.3075806,3772.388,161.91008,DQQ9M5Fmpd,com.sec.android.app.shealth,784b526a-7913-4a18-ba44-d4c64fe43eb3,1634774400000,
fbe36291-e7f9-47ab-a5a5-bc29e3fe9cba.binning_data.json,2021-10-30 16:43:43.612,2021-10-28 19:44:28.288,com.sec.android.app.shealth,102,4459,1.4417984,3284.031,198.59065,DQQ9M5Fmpd,com.sec.android.app.shealth,fbe36291-e7f9-47ab-a5a5-bc29e3fe9cba,1635379200000,
1f9848d9-58d6-4fb9-94b4-c28aa825eb28.binning_data.json,2021-10-23 15:11:34.566,2021-10-23 15:11:34.566,com.sec.android.app.shealth,102,12,1.1388888,8.09,0.31,DQQ9M5Fmpd,com.sec.android.app.shealth,1f9848d9-58d6-4fb9-94b4-c28aa825eb28,1634947200000,
fba9922b-d5c0-4471-8f03-2efcf9fb57b3.binning_data.json,2021-10-31 17:02:06.366,2021-10-31 04:18:06.533,com.sec.android.app.shealth,-2,51,1.4723173,37.780003,2.1800003,VfS0qUERdZ,com.sec.android.app.shealth,fba9922b-d5c0-4471-8f03-2efcf9fb57b3,1635638400000,
7f966e4d-ffbf-413b-96d3-7f6672375619.binning_data.json,2021-10-26 17:56:12.128,2021-10-25 20:57:20.155,com.sec.android.app.shealth,102,5624,1.3679788,3980.56,210.94,DQQ9M5Fmpd,com.sec.android.app.shealth,7f966e4d-ffbf-413b-96d3-7f6672375619,1635120000000,
a3047f38-bb6a-4b91-8bde-7672f354a89e.binning_data.json,2021-10-22 00:47:54.237,2021-10-21 00:53:04.174,com.sec.android.app.shealth,-2,5384,1.3072093,3778.458,162.16008,VfS0qUERdZ,com.sec.android.app.shealth,a3047f38-bb6a-4b91-8bde-7672f354a89e,1634774400000,
3acf7a6e-27a7-4da9-ba93-191f689dc9b5.binning_data.json,2021-10-27 15:36:55.856,2021-10-27 15:36:55.856,com.sec.android.app.shealth,102,7318,1.3227988,5289.799,330.90222,DQQ9M5Fmpd,com.sec.android.app.shealth,3acf7a6e-27a7-4da9-ba93-191f689dc9b5,1635292800000,
1e8f8f6b-8ef1-4b71-b519-1258290adf36.binning_data.json,2021-10-23 08:31:31.597,2021-10-22 21:46:22.631,com.sec.android.app.shealth,-2,19,1.337596,13.309999,0.49,VfS0qUERdZ,com.sec.android.app.shealth,1e8f8f6b-8ef1-4b71-b519-1258290adf36,1634947200000,
4c92c097-b1da-4e24-9165-9036b421857b.binning_data.json,2021-10-30 21:40:28.842,2021-10-29 21:58:01.041,com.sec.android.app.shealth,-2,76,1.1457423,53.52,3.4,VfS0qUERdZ,com.sec.android.app.shealth,4c92c097-b1da-4e24-9165-9036b421857b,1635552000000,
24f33de7-5afb-41dc-9288-cefb57766ee2.binning_data.json,2021-10-12 21:50:41.549,2021-10-11 22:55:31.134,com.sec.android.app.shealth,-2,5946,1.3718646,4107.3184,186.17996,VfS0qUERdZ,com.sec.android.app.shealth,24f33de7-5afb-41dc-9288-cefb57766ee2,1633996800000,
4c94f52d-2510-4406-98e9-c57df72d33ea.binning_data.json,2021-10-26 00:57:03.367,2021-10-24 21:16:47.158,com.sec.android.app.shealth,-2,5896,1.3778381,4137.12,222.72,VfS0qUERdZ,com.sec.android.app.shealth,4c94f52d-2510-4406-98e9-c57df72d33ea,1635120000000,
f05be4c8-4ce1-406a-b1e7-302bd76052e1.binning_data.json,2021-10-27 11:40:11.576,2021-10-26 21:43:02.868,com.sec.android.app.shealth,-2,8546,1.3428938,6083.2007,384.51035,VfS0qUERdZ,com.sec.android.app.shealth,f05be4c8-4ce1-406a-b1e7-302bd76052e1,1635292800000,
fff546f2-caa5-42db-88f9-3f4e19190eb5.binning_data.json,2021-10-29 21:58:01.702,2021-10-29 00:28:08.783,com.sec.android.app.shealth,-2,6753,1.3269717,4784.3975,318.51065,VfS0qUERdZ,com.sec.android.app.shealth,fff546f2-caa5-42db-88f9-3f4e19190eb5,1635465600000,
7cb465d5-3afa-43ff-84ad-af69dc57ea0e.binning_data.json,2021-10-14 16:22:42.878,2021-10-13 15:00:05.497,com.sec.android.app.shealth,102,7143,1.3148732,5012.2544,217.32986,DQQ9M5Fmpd,com.sec.android.app.shealth,7cb465d5-3afa-43ff-84ad-af69dc57ea0e,1634083200000,
7326ab47-a6a7-416f-96f3-b9920af1b63d.binning_data.json,2021-10-31 15:00:02.600,2021-10-31 15:00:02.600,com.sec.android.app.shealth,0,40,1.3585398,29.170002,1.7100003,6fPiwL19M5,com.sec.android.app.shealth,7326ab47-a6a7-416f-96f3-b9920af1b63d,1635638400000,
9a1c76fb-add1-48d9-966c-b915e2070963.binning_data.json,2021-10-15 18:23:22.140,2021-10-15 18:23:22.140,com.sec.android.app.shealth,102,5978,1.2961816,4183.642,179.39032,DQQ9M5Fmpd,com.sec.android.app.shealth,9a1c76fb-add1-48d9-966c-b915e2070963,1634256000000,
d7c1fd87-765f-472e-b38a-ea16c4ab0e08.binning_data.json,2021-10-18 15:00:05.229,2021-10-18 15:00:05.229,com.sec.android.app.shealth,0,5740,1.3497168,3928.89,179.34,6fPiwL19M5,com.sec.android.app.shealth,d7c1fd87-765f-472e-b38a-ea16c4ab0e08,1634515200000,
81446b2d-910b-4454-9d26-bf258c38904b.binning_data.json,2021-10-20 15:00:22.401,2021-10-20 15:00:22.401,com.sec.android.app.shealth,0,1838,1.38694,1138.17,62.56,6fPiwL19M5,com.sec.android.app.shealth,81446b2d-910b-4454-9d26-bf258c38904b,1634688000000,
d1994c07-cfcf-4bd2-967f-df9f9f6a1395.binning_data.json,2021-10-22 16:45:36.307,2021-10-22 16:45:36.307,com.sec.android.app.shealth,0,3909,1.3361672,2608.63,123.6,6fPiwL19M5,com.sec.android.app.shealth,d1994c07-cfcf-4bd2-967f-df9f9f6a1395,1634860800000,
559c91c1-6483-4f81-a9cc-a8966a7ed76e.binning_data.json,2021-10-24 16:12:15.835,2021-10-24 16:12:15.835,com.sec.android.app.shealth,0,20,1.7835228,15.440001,0.58000004,6fPiwL19M5,com.sec.android.app.shealth,559c91c1-6483-4f81-a9cc-a8966a7ed76e,1635033600000,
bf85463a-9947-47ae-88d6-194165f51952.binning_data.json,2021-10-26 17:55:24.265,2021-10-26 17:55:24.265,com.sec.android.app.shealth,0,3719,1.3531805,2630.6,164.0,6fPiwL19M5,com.sec.android.app.shealth,bf85463a-9947-47ae-88d6-194165f51952,1635206400000,
4a206f42-8088-4152-a989-02b83cca7979.binning_data.json,2021-10-28 19:44:23.535,2021-10-28 19:44:23.535,com.sec.android.app.shealth,0,1873,1.52224,1310.78,82.17,6fPiwL19M5,com.sec.android.app.shealth,4a206f42-8088-4152-a989-02b83cca7979,1635379200000,
eda65451-419c-41b8-aa5b-2d94871dbf07.binning_data.json,2021-10-30 16:43:43.672,2021-10-30 16:43:43.672,com.sec.android.app.shealth,102,6283,1.3057308,4527.2085,294.56076,DQQ9M5Fmpd,com.sec.android.app.shealth,eda65451-419c-41b8-aa5b-2d94871dbf07,1635465600000,
